loja,club,marca_1,marca_2,marca_3,regiao,canal,localizacao,numero_empregados,aporte_inicial,modelo_arquitetonico,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,faturamento_ultimo_ano,maturidade_processo
2846,DIAMANTE,S,S,S,2,LJ,CENTRO,28,754962,1,N,N,S,N,S,N,S,N,S,C,BAIXA
2847,BRONZE,N,S,S,2,BO,BAIRRO,24,154904,4,N,N,N,N,S,S,N,N,N,D,INEXISTENTE
2848,PRATA,N,N,N,4,BO,RUA_FAMOSA,5,385430,4,S,N,N,S,N,N,N,N,N,D,INEXISTENTE
2849,DIAMANTE,S,S,N,4,LJ,BAIRRO,13,929954,1,S,S,S,S,S,S,S,N,N,B,ALTA
2850,DIAMANTE,S,S,N,4,VD,RUA_FAMOSA,18,722780,1,N,S,S,N,S,N,S,N,N,A,BAIXA
2851,OURO,S,N,S,2,LJ,RUA_FAMOSA,9,812385,4,N,N,S,S,S,N,N,N,N,A,ALTA
2852,BRONZE,S,N,N,3,VD,BAIRRO,17,289300,4,S,S,S,S,N,N,S,N,N,A,MÉDIA
2853,PRATA,N,S,S,6,BO,RUA_FAMOSA,4,805860,3,S,N,N,S,S,S,N,S,N,D,INEXISTENTE
2854,DIAMANTE,S,S,S,3,BO,SHOPPING,29,736583,1,S,N,S,N,S,N,N,N,S,A,MÉDIA
2855,OURO,S,N,N,1,BO,BAIRRO,14,452334,4,N,S,S,S,N,N,N,S,N,D,INEXISTENTE
2856,BRONZE,S,S,S,1,LJ,CENTRO,12,283445,4,N,S,N,N,S,S,S,N,N,C,INEXISTENTE
2857,BRONZE,S,S,S,1,VD,RUA_FAMOSA,22,162294,4,S,S,S,N,S,S,N,N,N,B,INEXISTENTE
2858,PRATA,S,S,N,2,VD,BAIRRO,7,567391,3,S,S,N,N,N,S,N,S,N,D,BAIXA
2859,PRATA,S,N,S,2,LJ,CENTRO,7,503791,4,S,N,N,N,N,S,S,S,N,D,INEXISTENTE
2860,PRATA,N,S,S,3,LJ,BAIRRO,8,840193,3,S,N,N,S,S,N,S,N,N,D,ALTA
2861,BRONZE,N,N,N,2,BO,CENTRO,18,143329,4,S,S,N,N,N,S,N,S,N,C,BAIXA
2862,DIAMANTE,S,S,N,5,VD,RUA_FAMOSA,13,829339,1,N,N,S,N,S,S,S,N,S,B,MÉDIA
2863,BRONZE,S,N,S,1,VD,BAIRRO,18,199677,4,N,N,S,S,S,N,N,S,N,A,ALTA
2864,OURO,S,N,N,4,BO,CENTRO,15,932577,2,N,S,S,S,S,N,N,S,S,D,BAIXA
2865,BRONZE,S,N,N,2,LJ,CENTRO,22,145706,4,S,N,N,S,S,N,N,N,N,D,BAIXA
2866,OURO,S,S,S,2,VD,BAIRRO,12,556699,2,S,N,N,S,S,N,S,N,N,B,INEXISTENTE
2867,PRATA,S,S,S,6,BO,CENTRO,8,464633,3,N,S,N,N,S,S,N,S,N,A,MÉDIA
2868,DIAMANTE,S,S,N,2,VD,SHOPPING,16,739007,1,S,N,S,N,S,S,N,S,S,A,MÉDIA
2869,BRONZE,S,N,S,1,BO,BAIRRO,25,223839,4,N,S,S,N,N,N,N,N,N,C,ALTA
2870,PRATA,S,S,S,4,VD,RUA_FAMOSA,8,959837,3,S,N,N,N,N,N,N,N,N,D,ALTA
2871,PRATA,S,N,S,2,BO,CENTRO,9,582332,3,N,S,N,N,S,N,S,S,N,D,BAIXA
2872,DIAMANTE,S,S,N,1,BO,SHOPPING,10,822868,1,N,N,S,N,S,S,S,S,S,A,BAIXA
2873,OURO,S,N,N,2,LJ,SHOPPING,14,553477,4,N,S,S,S,S,N,N,N,S,D,INEXISTENTE
2874,OURO,S,S,N,5,LJ,SHOPPING,10,913219,2,N,S,N,S,S,N,S,N,S,B,ALTA
2875,PRATA,N,N,N,2,LJ,RUA_FAMOSA,7,714780,4,S,N,N,S,N,N,N,N,N,D,BAIXA
2876,BRONZE,N,N,N,3,LJ,BAIRRO,22,115799,4,S,S,N,N,N,S,S,S,N,A,INEXISTENTE
2877,OURO,S,N,N,6,VD,CENTRO,13,753798,3,N,N,N,S,N,S,N,N,S,A,ALTA
2878,PRATA,S,S,S,3,BO,CENTRO,8,415246,3,S,S,N,N,S,N,S,S,N,C,MÉDIA
2879,OURO,S,S,S,2,VD,BAIRRO,10,890602,4,N,N,S,S,N,S,S,N,S,A,INEXISTENTE
2880,PRATA,N,S,S,4,LJ,RUA_FAMOSA,9,572061,3,N,S,N,S,S,S,S,S,N,C,INEXISTENTE
2881,BRONZE,S,S,S,4,VD,RURAL,21,111404,4,N,S,N,N,S,N,N,N,N,B,MÉDIA
2882,BRONZE,S,S,S,2,LJ,BAIRRO,17,105303,4,N,S,N,N,S,S,N,S,N,C,MÉDIA
2883,OURO,S,N,S,1,LJ,RUA_FAMOSA,11,431385,2,S,S,S,S,N,S,N,N,N,C,MÉDIA
2884,PRATA,N,S,N,2,LJ,CENTRO,4,827837,4,S,S,N,N,N,S,S,S,N,D,INEXISTENTE
2885,BRONZE,N,S,N,4,BO,CENTRO,16,205126,4,S,N,N,N,N,S,S,S,N,C,BAIXA
2886,DIAMANTE,S,S,S,2,LJ,BAIRRO,28,977311,1,N,N,S,N,S,N,S,S,N,B,MÉDIA
2887,OURO,S,N,N,3,BO,RURAL,11,519664,2,S,N,S,S,S,S,S,S,S,C,ALTA
2888,BRONZE,S,S,S,3,BO,CENTRO,22,104578,4,S,N,N,N,N,S,N,S,N,B,INEXISTENTE
2889,OURO,S,N,N,3,LJ,CENTRO,16,670607,2,S,N,N,S,N,S,S,N,N,D,MÉDIA
2890,OURO,S,N,S,2,LJ,BAIRRO,13,695959,3,N,S,N,S,N,S,N,N,N,B,ALTA
2891,PRATA,S,N,N,2,BO,RUA_FAMOSA,8,851744,4,N,N,N,S,S,S,S,N,N,D,ALTA
2892,PRATA,S,N,S,4,LJ,BAIRRO,9,351018,3,S,S,N,N,S,S,S,S,N,A,INEXISTENTE
2893,OURO,S,N,S,3,LJ,BAIRRO,11,952711,4,N,N,S,S,S,S,N,N,N,D,MÉDIA
2894,OURO,S,N,N,6,BO,RURAL,15,476178,4,N,S,N,S,S,N,N,S,S,C,MÉDIA
2895,BRONZE,N,N,S,3,LJ,CENTRO,14,280518,4,S,N,S,S,S,S,S,S,N,B,BAIXA
2896,PRATA,S,S,S,4,BO,RUA_FAMOSA,4,570629,4,N,N,N,S,S,N,S,N,N,B,MÉDIA
2897,BRONZE,S,S,S,2,BO,RUA_FAMOSA,22,202618,4,S,S,S,N,S,S,S,N,N,B,BAIXA
2898,PRATA,N,S,S,2,BO,SHOPPING,7,456104,4,N,N,N,S,N,S,S,S,N,C,INEXISTENTE
2899,BRONZE,N,N,N,3,LJ,RURAL,20,280327,4,S,N,S,N,S,N,S,N,N,C,BAIXA
2900,PRATA,S,N,N,1,VD,BAIRRO,7,454328,3,N,N,N,S,S,S,S,N,N,D,INEXISTENTE
2901,DIAMANTE,S,S,S,3,VD,SHOPPING,15,503090,1,S,S,S,S,S,S,N,S,S,C,ALTA
2902,OURO,S,S,N,6,BO,CENTRO,11,934070,2,N,S,N,S,N,S,N,N,N,B,ALTA
2903,OURO,S,S,N,1,BO,RUA_FAMOSA,16,637135,2,S,S,S,S,N,N,S,N,S,B,BAIXA
2904,DIAMANTE,S,S,N,6,BO,BAIRRO,24,630526,1,N,N,S,N,S,S,S,S,S,B,BAIXA
2905,PRATA,N,S,S,6,VD,CENTRO,4,630957,4,S,S,N,S,S,N,N,N,N,D,ALTA
2906,DIAMANTE,S,S,N,6,VD,BAIRRO,9,726193,1,N,S,S,N,S,N,S,N,N,C,ALTA
2907,PRATA,N,N,S,1,BO,CENTRO,7,395602,3,S,S,N,N,N,N,S,S,N,B,INEXISTENTE
2908,BRONZE,S,N,N,2,BO,BAIRRO,25,256255,4,S,S,S,S,S,N,N,S,N,B,ALTA
2909,BRONZE,N,N,S,3,LJ,SHOPPING,24,162860,4,N,N,S,S,N,S,N,N,N,C,BAIXA
2910,BRONZE,N,N,S,4,LJ,BAIRRO,17,119993,4,N,S,S,S,N,S,S,N,N,C,MÉDIA
2911,BRONZE,S,N,S,3,BO,CENTRO,17,270214,4,S,N,S,N,N,S,S,N,N,C,MÉDIA
2912,DIAMANTE,S,S,N,1,LJ,RUA_FAMOSA,28,735560,1,N,S,S,S,S,S,N,N,S,B,ALTA
2913,PRATA,S,S,S,1,VD,BAIRRO,8,902398,4,S,S,N,S,S,S,S,N,N,C,BAIXA
2914,BRONZE,S,S,S,4,BO,BAIRRO,23,133844,4,N,N,S,S,N,S,N,S,N,D,MÉDIA
2915,PRATA,S,N,N,1,VD,BAIRRO,5,844375,4,S,N,N,N,N,S,S,S,N,D,MÉDIA
2916,BRONZE,S,N,N,2,LJ,BAIRRO,15,157422,4,N,S,N,S,S,N,N,N,N,D,ALTA
2917,BRONZE,S,N,S,3,VD,CENTRO,15,142705,4,S,N,S,N,N,N,N,N,N,D,INEXISTENTE
2918,PRATA,S,N,N,1,VD,RUA_FAMOSA,6,542267,3,S,N,N,S,N,S,S,S,N,D,INEXISTENTE
2919,DIAMANTE,S,S,N,5,LJ,RURAL,27,509448,1,S,S,S,S,S,S,S,N,N,B,BAIXA
2920,DIAMANTE,S,S,S,1,LJ,SHOPPING,27,745627,1,S,N,S,N,S,S,S,S,S,C,ALTA
2921,DIAMANTE,S,S,S,1,BO,RUA_FAMOSA,28,727950,1,N,S,S,N,S,N,S,S,S,A,ALTA
2922,BRONZE,N,N,S,5,BO,CENTRO,22,290490,4,S,S,N,N,S,N,S,S,N,B,INEXISTENTE
2923,DIAMANTE,S,S,N,2,BO,BAIRRO,12,857472,1,S,S,S,N,S,N,N,N,N,A,ALTA
2924,OURO,S,S,S,6,LJ,BAIRRO,12,983229,4,N,N,N,S,N,S,S,N,S,B,INEXISTENTE
2925,DIAMANTE,S,S,N,2,VD,CENTRO,13,658046,1,S,N,S,S,S,N,N,N,S,C,ALTA
2926,DIAMANTE,S,S,N,2,BO,RUA_FAMOSA,30,532999,1,S,N,S,N,S,S,S,N,S,B,MÉDIA
2927,BRONZE,S,S,N,2,VD,RURAL,21,185805,4,N,N,S,S,N,S,S,N,N,D,MÉDIA
2928,BRONZE,S,N,N,5,LJ,RUA_FAMOSA,15,139736,4,S,N,N,N,S,S,N,S,N,C,BAIXA
2929,BRONZE,N,N,S,6,BO,RUA_FAMOSA,13,293829,4,S,N,N,N,N,N,S,N,N,B,BAIXA
2930,PRATA,S,S,N,2,LJ,SHOPPING,5,816181,3,S,S,N,N,S,N,S,N,N,D,ALTA
2931,DIAMANTE,S,S,N,3,VD,SHOPPING,21,688547,1,S,S,S,N,S,N,N,S,S,A,ALTA
2932,PRATA,S,S,N,2,BO,CENTRO,8,539156,3,S,N,N,N,S,S,S,S,N,C,ALTA
2933,OURO,S,N,N,3,VD,BAIRRO,11,550474,3,N,N,S,S,S,N,S,N,N,B,INEXISTENTE
2934,OURO,S,N,S,4,LJ,SHOPPING,9,766584,4,N,S,S,S,N,N,S,N,N,B,ALTA
2935,PRATA,N,S,N,1,VD,RUA_FAMOSA,7,619844,3,S,S,N,S,N,N,S,N,N,C,INEXISTENTE
2936,OURO,S,S,N,1,LJ,BAIRRO,16,450949,2,S,N,N,S,S,S,S,N,N,C,INEXISTENTE
2937,DIAMANTE,S,S,S,2,BO,BAIRRO,21,567991,1,N,S,S,N,S,S,S,N,S,A,ALTA
2938,DIAMANTE,S,S,N,2,LJ,SHOPPING,21,869710,1,S,S,S,S,S,S,S,S,S,A,ALTA
2939,DIAMANTE,S,S,S,4,VD,RUA_FAMOSA,16,614551,1,N,S,S,S,S,N,N,N,N,B,ALTA
2940,OURO,S,S,N,1,LJ,CENTRO,8,654431,4,S,S,N,S,N,S,S,N,N,A,INEXISTENTE
2941,PRATA,S,S,S,2,VD,BAIRRO,6,767974,4,S,S,N,S,N,N,S,S,N,A,BAIXA
2942,OURO,S,N,N,3,BO,BAIRRO,16,673749,3,N,N,S,S,S,N,N,N,N,A,ALTA
2943,BRONZE,N,S,N,2,VD,RURAL,22,296332,4,N,N,N,S,N,N,S,N,N,B,ALTA
2944,BRONZE,N,N,N,1,LJ,RUA_FAMOSA,24,266956,4,S,N,S,S,N,N,S,N,N,D,MÉDIA
2945,PRATA,N,S,S,3,BO,CENTRO,6,454406,3,N,S,N,S,N,N,S,S,N,D,BAIXA
2946,BRONZE,S,S,S,1,BO,BAIRRO,19,233847,4,N,S,N,N,N,S,S,S,N,D,BAIXA
2947,PRATA,N,N,N,2,BO,CENTRO,8,917574,3,N,S,N,N,S,S,S,S,N,C,INEXISTENTE
2948,BRONZE,S,S,S,3,BO,RURAL,18,144642,4,N,N,S,S,S,N,S,S,N,A,INEXISTENTE
2949,BRONZE,N,S,N,2,LJ,CENTRO,19,178520,4,S,N,N,N,N,S,N,N,N,D,MÉDIA
2950,PRATA,N,S,N,2,VD,BAIRRO,4,561955,3,S,S,N,S,S,N,S,N,N,C,INEXISTENTE
2951,BRONZE,S,N,N,3,LJ,RURAL,23,196306,4,S,S,S,S,S,N,S,N,N,A,INEXISTENTE
2952,BRONZE,S,N,S,6,BO,CENTRO,23,235845,4,S,N,N,N,S,N,N,S,N,D,BAIXA
2953,DIAMANTE,S,S,S,2,LJ,BAIRRO,14,697908,1,N,S,S,S,S,S,N,N,N,B,MÉDIA
2954,BRONZE,N,N,N,1,BO,RURAL,18,152718,4,S,N,S,N,N,N,S,N,N,C,BAIXA
2955,OURO,S,N,S,1,VD,CENTRO,12,663216,3,N,N,S,S,N,N,S,S,N,B,ALTA
2956,BRONZE,N,N,N,1,VD,BAIRRO,18,190346,4,S,N,N,N,S,S,N,N,N,D,INEXISTENTE
2957,BRONZE,S,N,N,2,BO,BAIRRO,21,239999,4,N,S,S,S,N,N,S,S,N,D,ALTA
2958,OURO,S,N,N,3,VD,BAIRRO,15,988882,2,S,S,N,S,S,S,S,N,S,C,ALTA
2959,DIAMANTE,S,S,N,1,VD,RUA_FAMOSA,23,974435,1,N,S,S,N,S,S,S,N,N,B,BAIXA
2960,PRATA,N,S,S,2,BO,RUA_FAMOSA,9,916643,3,N,S,N,N,N,S,N,N,N,D,MÉDIA
2961,DIAMANTE,S,S,N,5,BO,BAIRRO,17,737593,1,S,N,S,N,S,S,N,S,S,B,ALTA
2962,PRATA,N,S,S,2,VD,SHOPPING,6,974508,4,N,S,N,N,N,S,S,S,N,A,INEXISTENTE
2963,DIAMANTE,S,S,S,3,LJ,BAIRRO,23,946750,1,S,S,S,N,S,N,N,N,N,A,MÉDIA
2964,BRONZE,S,N,N,1,LJ,BAIRRO,19,181130,4,N,S,N,N,N,S,S,N,N,B,BAIXA
2965,BRONZE,N,N,S,2,BO,BAIRRO,18,208541,4,S,N,S,S,N,S,S,N,N,B,MÉDIA
2966,OURO,S,S,N,1,BO,CENTRO,15,959696,3,S,N,N,S,S,S,S,S,S,D,ALTA
2967,PRATA,N,N,N,4,LJ,RUA_FAMOSA,8,816173,3,N,N,N,N,N,N,N,S,N,D,BAIXA
2968,BRONZE,N,S,S,2,LJ,RUA_FAMOSA,12,198373,4,N,N,S,S,S,N,S,S,N,C,INEXISTENTE
2969,PRATA,S,S,S,1,VD,BAIRRO,4,642044,4,S,N,N,S,N,N,N,S,N,D,INEXISTENTE
2970,OURO,S,S,S,1,LJ,CENTRO,10,939853,2,S,N,S,S,S,S,N,S,N,D,MÉDIA
2971,OURO,S,N,S,2,LJ,BAIRRO,14,742641,2,N,N,S,S,S,S,S,S,S,B,ALTA
2972,PRATA,S,S,S,5,LJ,CENTRO,6,484224,3,N,N,N,S,S,S,S,S,N,A,INEXISTENTE
2973,BRONZE,N,S,S,1,VD,BAIRRO,24,142927,4,S,N,S,S,N,S,S,S,N,B,INEXISTENTE
2974,BRONZE,S,N,N,1,BO,CENTRO,24,273641,4,S,N,N,N,S,N,N,S,N,C,MÉDIA
2975,PRATA,S,S,N,3,LJ,BAIRRO,9,552562,4,N,N,N,N,S,N,S,S,N,B,BAIXA
2976,DIAMANTE,S,S,N,2,LJ,SHOPPING,19,589383,1,N,N,S,S,S,S,N,S,S,A,ALTA
2977,PRATA,S,N,S,2,VD,SHOPPING,8,369741,4,N,S,N,N,S,N,N,N,N,D,INEXISTENTE
2978,DIAMANTE,S,S,S,1,LJ,RUA_FAMOSA,16,945394,1,S,N,S,N,S,S,N,N,S,C,ALTA
2979,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,28,718982,1,N,S,S,S,S,N,N,N,S,B,MÉDIA
2980,PRATA,N,S,N,3,BO,CENTRO,9,490699,4,S,S,N,S,N,S,S,N,N,D,INEXISTENTE
2981,BRONZE,N,N,N,2,LJ,BAIRRO,12,230743,4,S,N,S,N,S,S,N,N,N,C,MÉDIA
2982,BRONZE,N,N,N,4,VD,BAIRRO,25,217457,4,N,N,N,S,N,N,S,N,N,D,BAIXA
2983,BRONZE,S,S,S,3,LJ,BAIRRO,12,147733,4,N,N,S,N,S,N,N,S,N,B,INEXISTENTE
2984,DIAMANTE,S,S,S,1,VD,BAIRRO,15,520214,1,S,N,S,S,S,S,N,N,S,C,ALTA
2985,BRONZE,S,N,N,6,VD,CENTRO,13,212256,4,S,N,N,S,S,N,N,S,N,A,MÉDIA
2986,OURO,S,S,S,2,VD,CENTRO,13,439142,4,S,N,S,S,S,S,N,N,N,A,INEXISTENTE
2987,OURO,S,N,N,6,BO,BAIRRO,8,732515,2,S,N,N,S,S,S,N,N,S,A,INEXISTENTE
2988,DIAMANTE,S,S,N,1,BO,SHOPPING,30,622531,1,N,S,S,S,S,N,S,N,S,A,MÉDIA
2989,BRONZE,N,N,S,2,VD,RURAL,22,184205,4,S,N,S,S,S,N,S,N,N,C,ALTA
2990,DIAMANTE,S,S,S,2,LJ,CENTRO,8,557691,1,N,N,S,S,S,N,N,N,S,A,ALTA
2991,BRONZE,N,S,N,5,LJ,BAIRRO,22,113853,4,S,N,S,N,S,S,S,S,N,D,INEXISTENTE
2992,OURO,S,N,N,1,BO,BAIRRO,10,395943,2,S,N,S,S,S,N,S,S,N,A,ALTA
2993,OURO,S,S,N,1,VD,CENTRO,12,711756,3,N,N,N,S,S,S,S,S,S,B,INEXISTENTE
2994,DIAMANTE,S,S,N,2,VD,SHOPPING,14,966927,1,N,S,S,S,S,S,N,N,N,A,ALTA
2995,DIAMANTE,S,S,S,2,VD,CENTRO,18,827165,1,N,S,S,N,S,N,N,N,S,C,BAIXA
2996,OURO,S,S,N,1,LJ,SHOPPING,13,622256,2,S,N,S,S,S,S,N,N,S,C,MÉDIA
2997,DIAMANTE,S,S,S,6,VD,BAIRRO,23,591709,1,S,N,S,S,S,N,S,S,N,B,ALTA
2998,PRATA,N,N,N,1,BO,CENTRO,5,469920,4,S,S,N,S,N,S,S,N,N,C,BAIXA
2999,DIAMANTE,S,S,S,5,VD,RUA_FAMOSA,10,905728,1,S,N,S,S,S,S,S,N,N,A,ALTA
3000,BRONZE,S,N,S,5,BO,BAIRRO,25,206382,4,S,N,N,S,S,N,N,N,N,B,BAIXA
3001,PRATA,S,S,N,6,LJ,BAIRRO,9,698247,4,S,N,N,S,S,N,N,S,N,B,BAIXA
3002,BRONZE,S,N,S,2,VD,SHOPPING,21,170935,4,N,S,N,S,N,N,S,N,N,A,BAIXA
3003,PRATA,S,S,N,2,BO,RUA_FAMOSA,4,918623,3,N,S,N,N,N,N,S,N,N,C,INEXISTENTE
3004,DIAMANTE,S,S,N,2,LJ,SHOPPING,28,726782,1,N,N,S,N,S,S,N,N,S,C,ALTA
3005,DIAMANTE,S,S,S,2,VD,RUA_FAMOSA,10,813974,1,S,S,S,N,S,S,S,S,N,A,ALTA
3006,PRATA,N,S,N,4,VD,CENTRO,8,577082,4,S,N,N,N,N,S,N,N,N,C,BAIXA
3007,DIAMANTE,S,S,N,6,VD,CENTRO,8,900406,1,S,N,S,N,S,N,S,N,N,A,ALTA
3008,BRONZE,N,N,S,2,VD,CENTRO,21,293712,4,N,S,S,S,S,N,N,S,N,A,MÉDIA
3009,DIAMANTE,S,S,S,2,BO,SHOPPING,30,782744,1,S,N,S,S,S,S,N,N,N,B,MÉDIA
3010,OURO,S,S,S,4,BO,RUA_FAMOSA,15,388123,3,N,S,N,S,S,S,N,N,S,B,ALTA
3011,PRATA,N,N,S,2,LJ,BAIRRO,4,758238,3,N,S,N,S,S,S,N,S,N,C,INEXISTENTE
3012,DIAMANTE,S,S,N,1,VD,BAIRRO,22,742511,1,N,S,S,N,S,N,N,S,N,A,ALTA
3013,BRONZE,N,S,S,3,VD,RUA_FAMOSA,14,226594,4,S,S,S,S,N,S,S,S,N,B,ALTA
3014,PRATA,S,S,S,2,LJ,BAIRRO,5,478878,3,N,S,N,S,N,S,N,N,N,D,INEXISTENTE
3015,OURO,S,N,N,1,LJ,CENTRO,11,965379,4,S,N,N,S,N,S,N,S,S,B,MÉDIA
3016,PRATA,N,N,N,6,VD,BAIRRO,7,542704,3,N,S,N,N,S,S,S,S,N,C,INEXISTENTE
3017,BRONZE,S,S,N,2,BO,RURAL,12,159844,4,N,N,S,N,N,N,N,S,N,C,INEXISTENTE
3018,DIAMANTE,S,S,S,4,VD,BAIRRO,15,987617,1,N,S,S,S,S,S,N,N,N,C,ALTA
3019,OURO,S,S,S,3,LJ,CENTRO,16,639771,2,N,S,N,S,N,N,S,S,S,C,BAIXA
3020,OURO,S,S,N,2,LJ,BAIRRO,13,395499,2,S,S,N,S,N,N,N,N,N,B,BAIXA
3021,OURO,S,N,N,2,BO,SHOPPING,7,794177,4,S,S,N,S,S,S,N,N,S,D,MÉDIA
3022,DIAMANTE,S,S,N,2,LJ,BAIRRO,29,784188,1,S,S,S,N,S,N,S,N,N,B,MÉDIA
3023,BRONZE,N,S,N,2,BO,CENTRO,15,148922,4,N,N,N,N,N,S,S,S,N,B,MÉDIA
3024,DIAMANTE,S,S,N,3,BO,BAIRRO,24,633023,1,N,N,S,N,S,N,N,N,S,B,MÉDIA
3025,OURO,S,N,S,1,VD,RUA_FAMOSA,16,925446,2,S,N,S,S,N,N,N,S,N,A,MÉDIA
3026,PRATA,S,N,N,1,BO,SHOPPING,4,693557,4,N,S,N,N,N,N,N,S,N,D,INEXISTENTE
3027,OURO,S,S,N,2,LJ,BAIRRO,11,683352,3,S,N,S,S,N,N,N,N,N,D,MÉDIA
3028,PRATA,S,S,S,1,VD,RUA_FAMOSA,9,394380,3,N,S,N,N,S,S,S,S,N,D,ALTA
3029,BRONZE,N,S,S,3,BO,RURAL,24,227280,4,S,N,N,S,N,S,S,S,N,A,INEXISTENTE
3030,OURO,S,S,N,3,LJ,CENTRO,13,686754,2,N,N,N,S,S,S,N,S,S,A,ALTA
3031,BRONZE,S,S,S,4,LJ,CENTRO,18,251860,4,S,S,N,N,N,N,S,S,N,D,INEXISTENTE
3032,DIAMANTE,S,S,S,5,VD,BAIRRO,9,568245,1,N,S,S,S,S,S,S,S,N,C,ALTA
3033,DIAMANTE,S,S,N,2,LJ,CENTRO,14,529770,1,S,N,S,S,S,S,N,S,S,C,ALTA
3034,PRATA,S,N,S,5,LJ,CENTRO,8,927529,3,S,S,N,S,N,S,N,S,N,D,INEXISTENTE
3035,DIAMANTE,S,S,S,1,LJ,BAIRRO,26,700497,1,S,N,S,S,S,N,N,S,S,A,ALTA
3036,OURO,S,N,N,6,LJ,CENTRO,15,686278,3,S,N,N,S,N,S,N,N,N,D,BAIXA
3037,PRATA,S,N,N,3,BO,BAIRRO,8,699939,3,S,S,N,S,N,S,S,S,N,D,BAIXA
3038,PRATA,S,N,S,2,BO,RUA_FAMOSA,5,588716,3,S,S,N,N,N,N,S,S,N,B,INEXISTENTE
3039,BRONZE,S,S,S,3,VD,CENTRO,18,153537,4,S,S,N,S,S,S,N,S,N,B,MÉDIA
3040,PRATA,N,N,N,2,LJ,CENTRO,7,852769,4,S,N,N,N,S,N,N,S,N,A,BAIXA
3041,OURO,S,N,S,1,VD,RUA_FAMOSA,16,926102,3,N,N,N,S,N,S,N,N,S,B,INEXISTENTE
3042,PRATA,N,S,S,6,LJ,CENTRO,7,639220,4,S,N,N,S,N,S,S,S,N,A,INEXISTENTE
3043,PRATA,N,S,N,2,LJ,RUA_FAMOSA,6,980919,4,N,S,N,S,S,N,S,N,N,D,MÉDIA
3044,OURO,S,S,S,3,BO,CENTRO,16,523064,4,S,S,S,S,S,N,S,S,N,D,ALTA
3045,BRONZE,S,S,S,6,BO,BAIRRO,25,135084,4,S,S,S,S,N,S,S,N,N,B,BAIXA
3046,OURO,S,S,N,2,VD,SHOPPING,10,406954,4,S,S,S,S,S,S,N,N,N,B,ALTA
3047,OURO,S,S,N,4,LJ,SHOPPING,14,641160,2,S,N,N,S,S,N,S,N,S,D,INEXISTENTE
3048,PRATA,N,N,N,3,VD,BAIRRO,6,441327,4,N,S,N,N,S,S,S,S,N,B,INEXISTENTE
3049,DIAMANTE,S,S,S,1,BO,RUA_FAMOSA,25,684655,1,N,N,S,N,S,N,S,N,S,B,BAIXA
3050,PRATA,N,S,N,2,LJ,BAIRRO,5,435388,4,S,S,N,S,N,S,N,S,N,D,BAIXA
3051,BRONZE,S,N,S,5,BO,CENTRO,16,207778,4,N,S,N,N,N,S,N,S,N,D,INEXISTENTE
3052,OURO,S,N,N,1,BO,RUA_FAMOSA,9,910496,3,S,S,S,S,S,N,S,S,N,C,BAIXA
3053,PRATA,S,N,N,2,BO,RUA_FAMOSA,8,599489,4,S,N,N,S,N,N,N,N,N,C,BAIXA
3054,PRATA,S,S,N,1,LJ,BAIRRO,6,614269,4,S,S,N,N,N,S,N,S,N,D,INEXISTENTE
3055,OURO,S,S,N,1,LJ,RUA_FAMOSA,10,582578,4,S,S,S,S,N,N,S,S,S,A,MÉDIA
3056,PRATA,S,N,S,6,VD,RUA_FAMOSA,4,625242,3,S,N,N,N,N,S,S,N,N,C,BAIXA
3057,BRONZE,S,S,N,2,VD,BAIRRO,22,148973,4,N,N,S,N,S,N,S,N,N,C,INEXISTENTE
3058,OURO,S,N,N,3,LJ,BAIRRO,8,784527,2,N,N,N,S,S,N,N,N,N,B,BAIXA
3059,OURO,S,S,S,4,BO,RUA_FAMOSA,15,917025,4,S,S,S,S,N,N,N,S,N,A,INEXISTENTE
3060,OURO,S,S,N,2,VD,RUA_FAMOSA,11,866749,4,N,S,S,S,N,S,N,N,S,A,MÉDIA
3061,BRONZE,S,N,S,6,BO,CENTRO,16,269158,4,N,N,N,N,N,N,S,N,N,D,MÉDIA
3062,OURO,S,S,N,2,VD,BAIRRO,11,990346,3,S,N,S,S,S,S,N,S,N,B,MÉDIA
3063,BRONZE,S,S,N,2,BO,BAIRRO,19,291977,4,S,S,S,N,S,S,S,N,N,B,BAIXA
3064,OURO,S,S,S,2,LJ,CENTRO,9,622993,4,S,N,S,S,S,N,N,S,S,D,BAIXA
3065,BRONZE,N,S,S,2,BO,BAIRRO,21,295071,4,S,N,N,S,S,S,N,N,N,D,BAIXA
3066,OURO,S,N,N,5,LJ,BAIRRO,11,811917,3,S,S,N,S,N,S,N,S,S,C,INEXISTENTE
3067,DIAMANTE,S,S,S,4,VD,BAIRRO,16,684112,1,S,S,S,S,S,S,N,S,S,B,BAIXA
3068,DIAMANTE,S,S,N,2,BO,SHOPPING,29,703249,1,S,N,S,S,S,S,N,S,N,C,ALTA
3069,DIAMANTE,S,S,S,2,VD,CENTRO,29,612966,1,N,S,S,S,S,S,S,S,N,C,BAIXA
3070,BRONZE,S,S,S,2,VD,RUA_FAMOSA,21,298534,4,N,N,S,N,N,S,S,S,N,A,MÉDIA
3071,PRATA,N,N,S,6,BO,BAIRRO,9,582899,4,N,N,N,S,S,S,N,S,N,A,ALTA
